open,high,low,close
226.14,226.72,214.14,218.7
218.7,242.65,216.6,228.96
228.96,229.87,222.03,225.81
225.81,227.24,222.25,225.42
225.42,240.01,224.68,235.77
235.77,239.42,232.38,233.21
233.21,236.38,231.73,235.34
235.34,243.58,233.8,239.99
239.99,243.2,237.45,238.97
238.97,239.61,231.78,235.82
235.82,237.15,228.24,230.03
230.03,240.25,228.33,237.73
237.73,247.01,235.77,243.74
243.74,247.87,238.52,241.4
241.4,244.82,238.23,239.96
239.96,243.95,238.86,241.81
241.81,243,239.18,241.58
241.58,243.91,234.07,236.38
236.38,239.17,232.36,236.9
236.9,238.83,235.53,237.2
237.2,237.78,234.57,236.23
236.23,237.77,235.35,236.3
236.3,237.1,231.46,232.64
232.64,234.5,231.27,232.02
232.02,235.17,231.47,233.96
233.96,236.65,233.61,235.38
235.38,242,234.56,240.37
240.37,241.73,238.05,238.94
238.94,242.39,237.48,240.98
240.98,241.79,235.81,237.41
237.41,238.99,235.58,237.84
237.84,238.95,235.89,237.29
237.29,238.41,236.23,237.32
237.32,237.89,235.13,237.03
237.03,237.06,231.59,233.22
233.22,233.99,229.13,229.84
229.84,231.76,220.97,223.14
223.14,227.44,222.25,225.74
225.74,227.86,223.69,225.59
225.59,226.71,223.49,224.22
224.22,226.36,222.15,225.29
225.29,225.76,223.53,224.74
224.74,226.36,222.21,223.47
223.47,229.91,222.99,228.57
228.57,231.36,227.51,229.56
229.56,230.44,227.84,228.79
228.79,230.64,228.54,229.88
229.88,231.58,229.29,230.46
230.46,233.14,229.01,232.48
232.48,235.51,232.09,233.75
233.75,238.55,233.29,237
237,254.15,235.7,249.82
249.82,258.48,245.09,247.38
247.38,251.95,242.46,248.44
248.44,250.81,243.65,244.13
244.13,246.63,238.7,244.98
244.98,246.03,240.94,244.1
244.1,248.6,243.16,247.46
247.46,247.67,242.32,243.76
243.76,244.51,239.05,240.56
240.56,243.65,239.32,242.56
242.56,243.49,240.14,242.95
242.95,251.57,241.83,250.73
250.73,251.59,246.62,248.88
248.88,257.54,247.96,256.97
256.97,268.73,255.37,264.12
264.12,265,254.41,257.62
257.62,261.29,253.09,254.88
254.88,256.71,252.44,255.4
255.4,261.08,253.37,260.55
260.55,274.14,257.61,270.14
270.14,277.48,266.46,269.08
269.08,271.34,263.21,266.21
266.21,273.57,263.18,268.64
268.64,272.31,265.13,269.14
269.14,297.85,266.91,283.62
283.62,298.76,282.28,291.97
291.97,315.88,291.26,310.44
310.44,310.88,276.85,290.35
290.35,296.96,285.17,286.96
286.96,292.92,283.17,283.42
283.42,290.84,273.28,276.59
276.59,280.76,271.17,279.62
279.62,282.53,243.24,274.05
274.05,277.07,271.85,273.18
273.18,278.85,271.82,277.68
277.68,281.05,274.19,275.09
275.09,277.39,273.12,276.46
276.46,277.85,274.47,275.52
275.52,289.81,274.26,288.37
288.37,291.24,284.67,288.74
288.74,293.28,286.77,291.77
291.77,295.79,285.4,293.01
293.01,296.68,291.67,293.7
293.7,294.72,286.89,288.37
288.37,289.89,284.91,287.02
287.02,288.69,280.77,283.73
283.73,284.53,276.3,280.47
280.47,282.5,275.93,281.36
281.36,285,278.94,281.58
281.58,285.66,279.58,284.3
284.3,285.45,280.53,281.72
281.72,281.98,276.46,278
278,279.6,274.28,277.89
277.89,278.92,257.42,258.6
258.6,266.75,258.56,263.87
263.87,266.63,260.52,263.3
263.3,269.9,261.44,269.03
269.03,271.5,263.66,267.66
267.66,268.39,261.28,263.44
263.44,267.22,260.21,265.03
265.03,266.55,259.38,260.52
260.52,261.92,254.57,257.12
257.12,259.93,252.87,257.13
257.13,257.53,245.74,246.72
246.72,247.95,214.29,226
226,238.03,225.54,234.66
234.66,236.3,230.48,232.4
232.4,235.07,221.04,229.54
229.54,232.7,224.27,226.75
226.75,228.43,207.82,211.43
211.43,226.55,196.26,220.51
220.51,230.69,218.79,224.97
224.97,228.44,222,222.73
222.73,234.81,219.6,231.64
231.64,233.09,226.35,228.5
228.5,232.32,225.44,228.4
228.4,231.79,224.2,229.47
229.47,231.45,225.76,227.18
227.18,230.59,225.57,228.63
228.63,229.62,225.36,226.2
226.2,231.06,225.75,230.25
230.25,235.61,228.29,233.67
233.67,243.64,233.67,239.86
239.86,242.66,237.49,239.58
239.58,246.38,239.23,243.24
243.24,244.34,236.49,237.41
237.41,240.63,234.31,238.08
238.08,241.02,237.38,239.9
239.9,240.32,233.32,235.6
235.6,236.16,228.28,230.19
230.19,232.64,225.96,229.91
229.91,242.83,228.03,229.53
229.53,230.89,225.05,228.6
228.6,235.17,227.95,232.72
232.72,234.69,230.58,232.21
232.21,233.35,230.21,231.11
231.11,232.67,229.93,231.09
231.09,231.63,225,226.33
226.33,233.24,224.07,230.01
230.01,232.2,228.5,229.89
229.89,235.84,229.57,233.76
233.76,237.58,232.7,235.03
235.03,235.71,232.74,234.3
234.3,234.75,231.84,232.5
232.5,240.39,232.37,238.87
238.87,240.39,234.8,236.71
236.71,237.83,234.39,235.93
235.93,238.66,234.7,237.05
237.05,238.45,235.14,236.71
236.71,239.52,236.07,238.58
238.58,277.58,237.51,238.33
238.33,240.53,236.41,240.15
240.15,247.61,239.36,246.14
246.14,247.28,241.65,242.98
242.98,244.79,241.57,242.58
242.58,244.56,241.34,244.04
244.04,245.93,242.89,245.35
245.35,248.26,244.47,247.65
247.65,248.02,244.65,245.35
245.35,251.19,243.11,248.78
248.78,255.06,248.28,252.33
252.33,256.76,251.17,254.44
254.44,267.27,253.93,262.87
262.87,275.41,261.74,269.58
269.58,272.44,259.53,261.67
261.67,265.95,259.89,263.82
263.82,272.12,262.7,269.75
269.75,272.17,263.54,267.11
267.11,278.74,266.8,274.42
274.42,279.77,273.17,276.92
276.92,283.05,276.92,282.56
282.56,295.56,281.75,287.86
287.86,287.86,279.62,285.15
285.15,298.43,285.09,294.66
294.66,307.46,294.02,303.54
303.54,318.48,300.16,313.63
313.63,334.92,310.82,327.12
327.12,333.25,304.6,311.24
311.24,324.34,304.72,322.95
322.95,365.75,319.75,359.28
359.28,416.78,354.58,396.49
396.49,492.8,368.62,400.89
400.89,447.24,366.08,382.7
382.7,396.35,348.84,369.81
369.81,391.75,368.98,385.09
385.09,389.78,365.49,371.56
371.56,385.11,360.17,380.22
380.22,381.38,323.21,336.69
336.69,341.76,292.38,304.71
304.71,346.13,304.71,333.85
333.85,341.79,323.91,333.77
333.77,369.8,326.35,331.77
331.77,334.78,314.16,317.45
317.45,332.01,314.06,330.21
330.21,342.91,328.15,333.91
333.91,337.39,329.42,335.92
335.92,335.92,323.36,324.98
324.98,327.06,309.48,321.12
321.12,328.42,318.37,324.7
324.7,326.94,319.35,322.78
322.78,325,319.89,322.12
322.12,323.26,315.54,318.35
318.35,330.04,315.69,327.52
327.52,368.92,327.4,353.74
353.74,363.9,345.15,359.52
359.52,360.08,350.49,355.83
355.83,372.84,354.55,370.84
370.84,382.56,367.87,377.97
377.97,379.02,353.66,361.8
361.8,363.43,347.16,359.98
359.98,371.37,355.47,360.31
360.31,363.95,354.31,361.67
361.67,390.28,361.5,386.69
386.69,402.19,382.62,393.38
393.38,398.74,381.69,394.28
394.28,411.07,388.03,410.67
410.67,424.58,403.26,416
416,420.36,409.53,415.49
415.49,453.37,413.72,449.83
449.83,467.71,403.69,432.29
432.29,440.97,420.76,434.69
434.69,449.45,428.84,442
442,464.23,440.72,462.65
462.65,465.16,437.37,453.98
453.98,458.44,447.29,455.53
455.53,466.12,453.46,463.18
463.18,465.99,452.33,461.2
461.2,462.76,431.1,441.78
441.78,445.54,423.99,437.59
437.59,443.22,433.25,437.03
437.03,444.78,434.28,442.43
442.43,460.62,441.76,452.98
452.98,457.44,449.52,454.05
454.05,456.48,400.45,415.37
415.37,425.51,406.09,422.39
422.39,429.85,417.14,421.76
421.76,433.56,419.3,431.92
431.92,435.04,420.77,427.15
427.15,433.12,417.14,429.95
429.95,437.95,425.86,433.99
433.99,437.43,430.73,433.72
433.72,434.14,423.09,430.7
430.7,435.26,428.6,433.32
433.32,435.25,428.87,431.2
431.2,432.11,425,430.82
430.82,457.54,428.52,457.05
457.05,462.92,446.51,452.87
452.87,454.55,444.9,448.31
448.31,448.88,438.62,446.19
446.19,451.08,441.77,447.72
447.72,448.41,443.14,445.04
445.04,445.04,420.39,432.18
432.18,433.74,427.01,429.13
429.13,430.15,364.71,372.26
372.26,386.72,350.39,385.04
385.04,390.72,377.71,382.47
382.47,387.29,373.21,384.4
384.4,386.69,375.89,379.46
379.46,425.72,374.05,414.58
414.58,423.42,403.86,410.24
410.24,411.49,374.9,382.65
382.65,395.43,380.27,388.61
388.61,405.4,385.53,402.13
402.13,403.78,386.85,392.76
392.76,397.74,387.9,389.78
389.78,397.37,389.35,395.02
395.02,395.42,376.71,379.69
379.69,385.75,363.49,380.29
380.29,381.75,375.04,377.76
377.76,380.54,366.88,369.84
369.84,379.78,365.27,372.18
372.18,376.63,371.4,373.92
373.92,375.89,366.2,368.02
368.02,391.83,368.02,390.65
390.65,391.15,384.48,386.46
386.46,386.46,372.87,376.68
376.68,382.61,375.28,377.94
377.94,380.92,372.1,372.63
372.63,377.59,371.42,375.32
375.32,385.38,374.09,381.88
381.88,383.23,372.75,379.45
379.45,386.4,379.32,384.04
384.04,392.57,383.31,390.1
390.1,405.93,390.06,405.5
405.5,410.85,396.56,401.07
401.07,409.75,398,406.42
406.42,421.45,405.05,417.14
417.14,425.51,414.78,421.4
421.4,424.26,416.36,419.98
419.98,442.66,419.49,440.06
440.06,447.61,425.47,437.87
437.87,440.18,431.3,437.79
437.79,440.76,414.36,419.9
419.9,425.17,410.36,422.72
422.72,427.18,417.51,423.48
423.48,427.58,419.11,427.32
427.32,434.14,427.3,431.3
431.3,435.62,421.22,432.47
432.47,441.32,429.83,436.21
436.21,439.02,428.49,434.04
434.04,435.91,423.85,425.36
425.36,425.83,414.94,419.56
419.56,423.39,407.2,409.48
409.48,410.06,386.93,399
399,412.02,393.09,405.96
405.96,416.58,401.98,414.87
414.87,416.72,408.42,411.9
411.9,414.88,408.94,412.76
412.76,417.48,410.27,415.83
415.83,422.4,415.11,419.11
419.11,420.67,407.03,410.36
410.36,415.93,409.57,412.41
412.41,416.08,411.19,414.31
414.31,417.37,412.31,415.13
415.13,416.95,413.32,415.91
415.91,419.56,415.33,418.16
418.16,418.58,402.48,408.16
408.16,410.49,402.13,408.69
408.69,413.45,407.24,411.53
411.53,413.09,407.25,411.11
411.11,417.94,410.78,416.21
416.21,419.58,414.18,416.98
416.98,417.68,412.88,414.74
414.74,417.3,412.41,415.71
415.71,417.71,413.93,416.51
416.51,427.36,415.5,424.57
424.57,425.36,419.7,422.21
422.21,424.53,406.36,415
415,416.22,408.4,412.44
412.44,417.16,411.45,415.66
415.66,416.86,412.79,415.64
415.64,420.09,415.09,418.51
418.51,420.18,416.95,419.06
419.06,420.39,416.21,419.33
419.33,423.67,417.95,422.07
422.07,422.81,419.54,421.26
421.26,422.03,417.94,420.14
420.14,423.51,415.5,417.69
417.69,418.85,412.39,418.05
418.05,421.63,416.69,420.25
420.25,422.35,418.11,421.43
421.43,426.69,420.7,424.74
424.74,426.58,421.41,423.47
423.47,425.44,421.84,424.02
424.02,429.49,423.25,428.67
428.67,432,426.84,430.05
430.05,430.62,423.79,426.26
426.26,429.07,424.35,427.69
427.69,436.07,426.84,434.92
434.92,442.86,432.51,441.16
441.16,450.8,439.53,449.34
449.34,450.19,441.9,445.28
445.28,451.48,443.07,450.08
450.08,461.78,447.89,457.56
457.56,466.23,451.79,461.73
461.73,468.86,459.23,466
466,467.87,444.62,447.01
447.01,450.1,433.9,448.48
448.48,456.31,445.22,454.98
454.98,456.86,446.65,448.53
448.53,454.21,447.52,452.24
452.24,453.87,440.21,444.18
444.18,451.54,441.55,450.27
450.27,450.87,444.22,445.8
445.8,449.19,444.35,448.08
448.08,461.48,445.72,459.56
459.56,460.61,454.6,458.46
458.46,460.18,454.94,457.87
457.87,464.18,455.38,460.44
460.44,462.14,446.81,449.36
449.36,456.15,449.36,452.5
452.5,455.34,448.4,454.43
454.43,457.22,451.49,455.41
455.41,457.74,453.58,456.44
456.44,460.28,455,458.11
458.11,459.57,450.73,454.87
454.87,456.3,451.71,453.25
453.25,456.65,452.35,454.22
454.22,455.19,441.12,442.66
442.66,447.76,435.42,442.11
442.11,445.24,439.73,443.64
443.64,444.24,436.94,439.62
439.62,444.99,438.24,443.69
443.69,447.9,442.02,446.11
446.11,451.21,445.35,449.78
449.78,454.25,447.67,453.3
453.3,479.22,452.71,474.05
474.05,531.76,467.05,524.22
524.22,548.04,493.22,516.05
516.05,544.18,512.81,532.26
532.26,546.92,513.15,528.92
528.92,542.26,521.3,537.4
537.4,541.55,530.47,537.1
537.1,573.72,534.34,567.03
567.03,592.68,560.87,571.95
571.95,583.64,567.77,574.91
574.91,586.73,571.67,583.58
583.58,591.32,543.63,575.58
575.58,582.44,567.78,580.51
580.51,580.71,569.26,574.69
574.69,579.26,571.14,577.89
577.89,592.61,576.29,591.6
591.6,683.85,591.6,666.55
666.55,718.24,652.78,700.07
700.07,702.52,654.69,685.14
685.14,695.07,670.45,690.77
690.77,769.73,687.43,761.21
761.21,771.89,704.21,743.9
743.9,776.04,727.13,753.77
753.77,765.1,740.38,761.04
761.04,764.6,717.41,733.97
733.97,733.97,626.05,667.38
667.38,677.8,586.6,590.56
590.56,629.55,539.28,620.84
620.84,687.39,616.41,656.89
656.89,688.1,640.79,663.52
663.52,665.19,609.9,625.41
625.41,650.34,615.22,644.66
644.66,659.27,634.26,644.89
644.89,645.91,621.76,636.54
636.54,673.04,631.24,670.02
670.02,685.11,661.09,674.57
674.57,700.46,671.46,698.06
698.06,701.49,644.61,661.64
661.64,679.03,644.04,675.16
675.16,679.19,657.31,663.67
663.67,678.39,662.24,672.7
672.7,676.19,604.95,635.25
635.25,663.43,630.17,662.78
662.78,663.49,620.68,651.83
651.83,651.98,636.8,647.11
647.11,657.47,639.97,646.71
646.71,673.19,644.56,670.56
670.56,672.02,656.04,661.15
661.15,661.88,646.31,657.25
657.25,667.46,656.5,664.2
664.2,665.41,655.72,660.69
660.69,680.94,660.13,676.33
676.33,680.42,664.61,670.38
670.38,673.24,663.63,671.1
671.1,672.29,659.51,664.4
664.4,666.51,657.82,664.62
664.62,669.44,645.69,651.11
651.11,658.17,647.98,655.16
655.16,664.21,651.03,659.29
659.29,662.51,651.08,654
654,657.76,643.49,654.38
654.38,659.08,646.04,654.54
654.54,657.96,650.81,654.13
654.13,657.4,650.99,655.43
655.43,657.55,652.06,654.74
654.74,654.92,621.42,621.87
621.87,627.89,603.55,607
607,613.75,471.36,513.43
513.43,573.06,513.43,566.44
566.44,584.89,559.5,576.22
576.22,579.97,565.81,574.66
574.66,596.68,565.33,586.45
586.45,596.01,580.87,590.85
590.85,594.24,585.41,589.24
589.24,591.2,581.1,585.25
585.25,600.52,580.87,590.94
590.94,599.15,585.39,587.84
587.84,591.14,582.2,587.14
587.14,590.07,582.81,584.59
584.59,585.8,559.93,569.06
569.06,574.97,559.28,566.95
566.95,583.38,563.38,580.19
580.19,581.1,568.66,572.34
572.34,579.53,570.83,573.39
573.39,577.86,566.25,574.56
574.56,583.5,572.28,582.61
582.61,585.32,577.84,580.66
580.66,591.9,577.13,587.47
587.47,589.87,578.61,583.56
583.56,584.47,576.82,579.66
579.66,580.71,570.81,577.96
577.96,582.73,575.83,579.37
579.37,580.41,567.25,570.35
570.35,576.32,569.21,574.98
574.98,578.61,571.38,574.23
574.23,579.94,572.51,577.32
577.32,578.25,571.69,573.88
573.88,704.97,569.37,571.99
571.99,577.6,569.3,575.29
575.29,604.97,572.64,598.84
598.84,615.2,590.78,609.55
609.55,610.61,598.77,605.76
605.76,611.95,603.55,610.44
610.44,616.48,606.24,613.21
613.21,629.3,611.25,625.57
625.57,627.58,617.32,623.16
623.16,627.45,621.07,624.52
624.52,630.77,592.79,605.61
605.61,610.62,603.03,607.98
607.98,612.03,604.87,608.61
608.61,612.16,606.39,609.54
609.54,610.73,605.1,608.11
608.11,610.36,605.15,607.78
607.78,609.61,604.52,607.08
607.08,612.38,605.22,610.7
610.7,612.41,606.99,609.85
609.85,611.27,605.93,609.24
609.24,609.24,591.69,597.16
597.16,599.78,592.83,595.63
595.63,603.7,594.11,602.92
602.92,605.92,600.5,602.59
602.59,604.87,598.35,601.49
601.49,608.46,598.17,606.54
606.54,608.97,601.73,605.47
605.47,606.9,602.62,604.67
604.67,607.23,602.01,604.7
604.7,608.78,602.25,608.14
608.14,615,607.07,613.41
613.41,614.21,607.67,610.69
610.69,613.2,608.47,611.6
611.6,612.68,606.5,608.96
608.96,613.65,607.98,611.82
611.82,612.68,608.54,610.97
610.97,619.43,609.12,616.03
616.03,619.56,614.88,617.65
617.65,618.35,613.01,615.77
615.77,618.81,612.76,617.29
617.29,642.35,615.6,640.45
640.45,642.51,632.19,635.99
635.99,639.52,632.25,635.6
635.6,640.46,630.66,637.92
637.92,641.4,635.06,637.03
637.03,642.18,636.39,640.12
640.12,641.29,634.89,637.37
637.37,639.34,632.23,635.34
635.34,637.27,624.09,629.06
629.06,630.83,625.48,628.34
628.34,633.26,627.58,630.45
630.45,659.89,629.72,655.48
655.48,661.2,648.78,653.03
653.03,654.32,645.68,650.49
650.49,662.54,647.65,651
651,678.39,651,674.67
674.67,687.88,672.26,682.3
682.3,688.43,678.63,686.24
686.24,720.19,685.22,714.95
714.95,714.95,689.51,697.27
697.27,707.21,682.17,698.67
698.67,734.36,695.2,726.76
726.76,735.78,718.14,733.51
733.51,744.43,670.4,684.87
684.87,706.64,681.27,702.08
702.08,706.38,694.03,702.11
702.11,714.13,697.63,709.91
709.91,711.66,698.35,705.4
705.4,714.63,700.96,710.9
710.9,741.23,707.13,721.42
721.42,723.02,707.31,714.57
714.57,719.79,711.67,714.97
714.97,717.37,701.08,704.27
704.27,705.61,685.01,701.97
701.97,708.03,696.11,704.56
704.56,716.93,697.91,711.1
711.1,745.98,708.14,740.28
740.28,751.91,730.08,737.53
737.53,751.43,730.95,746.96
746.96,755.34,737.44,747.89
747.89,752.26,712.77,728.51
728.51,744.33,726.55,736.19
736.19,754.01,730.62,749.34
749.34,750.93,731.34,741.07
741.07,744.24,726.19,735.31
735.31,741.25,728.97,740.39
740.39,740.96,725.62,734.14
734.14,738.29,727.11,729.42
729.42,738.1,727.74,733.3
733.3,737.04,727.78,732.56
732.56,745.39,730.57,742.49
742.49,755.48,741.08,752.63
752.63,779.02,752.25,770.94
770.94,772.32,755.81,764.24
764.24,769.23,758.8,766.39
766.39,769.18,746.01,754.34
754.34,762.48,750.91,758.21
758.21,769.02,754.27,765.56
765.56,773.41,761.17,768.49
768.49,773.48,765.03,770.48
770.48,776.96,769.19,774
774,774.16,763,767.91
767.91,781.26,767.86,778.47
778.47,790.33,767.77,778.74
778.74,780.77,771.01,776.5
776.5,780.27,773.12,775.21
775.21,783.94,773.31,782.05
782.05,791.57,779.36,787.17
787.17,791.26,783.8,789.01
789.01,793.73,786.31,789.79
789.79,800.02,787.12,799.1
799.1,833.13,795.98,829.21
829.21,874.68,828.87,860.15
860.15,920.26,858.04,917.17
917.17,920.49,880.79,891.07
891.07,895.24,851.42,891.07
891.07,909.32,885.88,898.38
898.38,937.91,893.38,925.78
925.78,974.51,925.49,972.17
972.17,982.57,949.23,971.08
971.08,971.59,927.4,959.04
959.04,965.47,942.4,963.38
963.38,1001.61,956.1,995.44
995.44,1031.68,990.2,1017.05
1017.05,1035.47,1006.53,1033.3
1033.3,1148.54,1022.32,1135.41
1135.41,1150.63,874.53,989.35
989.35,1027.42,852.55,886.16
886.16,900.86,806.66,888.87
888.87,936.13,875.85,900.86
900.86,910.47,870.91,899.78
899.78,911.32,890.12,904.37
904.37,917.65,751.63,785.43
785.43,828.21,739.55,810.11
810.11,835.05,771,824.83
824.83,838.9,808.27,819.63
819.63,826.43,808.63,821.17
821.17,836.66,817.7,827.34
827.34,906.38,825.04,899.66
899.66,913.67,845.87,872.03
872.03,905.28,870.71,895.21
895.21,901.49,878.9,892.91
892.91,928.93,889.46,919.84
919.84,938.38,888.62,918.84
918.84,927.98,910.85,921.46
921.46,925.61,889.15,893.75
893.75,905.7,883.63,894.41
894.41,919.32,893.49,915.56
915.56,922.56,907.92,918.01
918.01,921.89,912.84,918.51
918.51,922.4,912.68,914.55
914.55,922.35,911.51,920.73
920.73,967.45,917.38,965.49
965.49,986.57,959.82,982.43
982.43,1009.13,973.5,1003.97
1003.97,1023.72,989.21,1013.02
1013.02,1041.04,1000.41,1031.85
1031.85,1033.66,1004.05,1016.11
1016.11,1030.6,1010.83,1024.67
1024.67,1054.1,1019.87,1049.56
1049.56,1069.23,1020.33,1055.49
1055.49,1073.03,924.65,978.96
978.96,1005.6,947.02,997.61
997.61,1014.32,983.93,1008.32
1008.32,1008.32,992.45,996.52
996.52,1007.61,975.1,995.36
995.36,1013.8,986.46,1008.34
1008.34,1010.93,999.73,1008.19
1008.19,1040.28,1007.39,1031.93
1031.93,1057.39,1025.87,1049.41
1049.41,1063.21,1044.68,1052.28
1052.28,1056.48,1037.67,1048.89
1048.89,1081.78,1040.99,1077.56
1077.56,1123.03,1073.54,1119.03
1119.03,1132.25,1094.83,1120.46
1120.46,1181.6,1113.54,1171.91
1171.91,1211.74,1092.41,1176.49
1176.49,1180.01,1116.21,1149.05
1149.05,1177.47,1130.61,1171.58
1171.58,1195.82,1164.27,1188.83
1188.83,1208.22,1175.75,1189.27
1189.27,1225.04,1154.55,1222.66
1222.66,1286.98,1211.96,1255.47
1255.47,1291.35,1250.8,1283.3
1283.3,1285.78,1228.73,1264.32
1264.32,1273.28,1242.1,1271.22
1271.22,1280.61,1261,1277.01
1277.01,1280.89,1148.66,1232.69
1232.69,1242.04,1136.88,1146.97
1146.97,1206.97,1129.35,1191.33
1191.33,1330.42,988.69,1112.39
1112.39,1202.69,1104.78,1179.22
1179.22,1235.46,1160.9,1225.11
1225.11,1245.63,1205.61,1238.19
1238.19,1255.52,1218.38,1243.14
1243.14,1256.95,1236.43,1253.43
1253.43,1260.24,1118.96,1172.88
1172.88,1174.9,1063.48,1071.71
1071.71,1103.61,940.18,971.38
971.38,1063.67,967.31,1022.6
1022.6,1057.5,1005.05,1047.51
1047.51,1125.53,1043.87,1121.29
1121.29,1121.88,997.78,1044.72
1044.72,1062.79,1022.02,1035.03
1035.03,1038.38,927.35,939.7
939.7,995.96,890.43,966.3
966.3,1004.32,946.65,969.44
969.44,1048.85,961.8,1045.14
1045.14,1068.41,1015.45,1044.42
1044.42,1058.66,1008.34,1041.9
1041.9,1052.66,1020.93,1037.91
1037.91,1088.2,1035.18,1079.11
1079.11,1103.74,1067.47,1086.12
1086.12,1109.48,1074.21,1097.4
1097.4,1157.87,1095.55,1147.56
1147.56,1161.19,1122.15,1141.77
1141.77,1143.84,1110.06,1129.87
1129.87,1201.55,1129.87,1188.7
1188.7,1201.23,1173.18,1190.49
1190.49,1198.22,1166.65,1180.78
1180.78,1215.1,1173.99,1204.34
1204.34,1214.87,1194.81,1206.71
1206.71,1229.57,1195.76,1220.74
1220.74,1225.46,1207.36,1212.53
1212.53,1218.66,1150.29,1176.2
1176.2,1195.4,1162.16,1177.33
1177.33,1194.85,841.53,1176.99
1176.99,1187.97,1166.74,1176.8
1176.8,1202.97,1172.81,1194.01
1194.01,1213.88,1191.14,1206.09
1206.09,1218.21,1194.08,1215.2
1215.2,1246.64,1210.67,1238.09
1238.09,1256.97,1235.56,1249.64
1249.64,1256.97,1215.78,1240.89
1240.89,1256.23,1223.06,1249.14
1249.14,1256.36,1234.86,1248.18
1248.18,1272.62,1244.21,1264.31
1264.31,1309.2,1263,1286.63
1286.63,1346.79,1285.3,1332.91
1332.91,1356.15,1287.62,1329.62
1329.62,1343.69,1314.15,1336.28
1336.28,1358.94,1309.66,1351.91
1351.91,1448.68,1342.78,1415.81
1415.81,1471.14,1394.83,1445.93
1445.93,1496.39,1424.05,1485.55
1485.55,1609.84,1437.11,1516.76
1516.76,1588.11,1485.01,1507.77
1507.77,1560.42,1503.93,1545.29
1545.29,1572.89,1495.18,1554.45
1554.45,1667.67,1552.86,1664.47
1664.47,1757.39,1619.97,1697.5
1697.5,1766.18,1664.99,1752.31
1752.31,1864.76,1741.54,1819.29
1819.29,1822.51,1641.18,1686.39
1686.39,1770.5,1594.59,1763.74
1763.74,1802.75,1736.13,1772.55
1772.55,1776.65,1656.81,1708.92
1708.92,1752.55,1653.72,1729.34
1729.34,1842.83,1703.97,1801.3
1801.3,1980.49,1791.12,1880.99
1880.99,1969.7,1875.28,1962
1962,2048.45,1944.4,2040.18
2040.18,2094.94,1980.07,2044.19
2044.19,2264.76,1998.61,2124.41
2124.41,2286.3,2110.78,2272.58
2272.58,2496.98,2263.29,2445.28
2445.28,2781.76,2210.48,2307.22
2306.96,2616.52,2051.45,2244.89
2244.89,2322.37,1868.56,2052.43
2052.43,2300.52,2051.07,2189.02
2189.02,2337.35,2117.34,2278.21
2278.21,2329.26,2147.1,2192.55
2192.55,2330.62,2168.37,2303.34
2303.34,2460.84,2303.34,2412.65
2412.65,2493.97,2385.59,2492.6
2492.6,2582.77,2449.95,2545.43
2545.43,2559.79,2478.18,2524.06
2524.06,2705.38,2523.92,2704.96
2704.96,2931.24,2699.68,2870.5
2870.5,2880.95,2626.56,2691.51
2691.51,2808.41,2623.61,2798.78
2798.78,2852.07,2786.07,2811.43
2811.43,2914.19,2807.36,2900.25
2900.25,2977.86,2867.25,2973.45
2973.45,2985.06,2483.63,2656.77
2656.77,2784.77,2647.44,2712.99
2712.99,2803.72,2348.99,2467.27
2467.27,2521.6,2125.56,2442.46
2442.46,2536.42,2335.28,2508.58
2508.58,2690.71,2454.81,2655.1
2655.1,2676.04,2488.59,2539.56
2539.56,2617.75,2518.78,2616.82
2616.82,2800.48,2613.98,2754.38
2754.38,2804.41,2624.35,2677.62
2677.62,2757.32,2623.17,2722.84
2722.84,2759.66,2699.48,2710.37
2710.37,2741.56,2540.35,2590.05
2590.05,2660.66,2472.37,2541.62
2541.62,2584.75,2327.26,2446.05
2446.05,2585.06,2309.63,2583.75
2583.75,2616.95,2490.11,2577.74
2577.74,2605.86,2526.51,2558.37
2558.37,2576.28,2469.54,2480.61
2480.61,2529.62,2387.47,2424.61
2424.61,2555.34,2375.86,2536.46
2536.46,2617.48,2506.3,2572.47
2572.47,2658.73,2569.99,2617.32
2617.32,2642.74,2562.04,2627.86
2627.86,2634.84,2581.8,2614.24
2614.24,2617.48,2484.73,2513.88
2513.88,2568.73,2480.62,2564.86
2564.86,2576.73,2509.65,2511.43
2511.43,2530.34,2271.79,2344.02
2344.02,2412.75,2265.48,2324.29
2324.29,2424.82,2262.08,2403.09
2403.09,2436.66,2334.96,2362.44
2362.44,2370.53,2165.36,2234.17
2234.17,2237.13,1974.03,1975.08
1975.08,2044.41,1808.99,1914.09
1914.09,2233.83,1913.79,2233.39
2233.39,2400.74,2164.59,2320.23
2320.23,2412.38,2243.13,2282.58
2282.58,2932.81,2282.11,2866.02
2866.02,2873.96,2622.54,2675.08
2675.08,2876.71,2658.59,2836.53
2836.53,2856.67,2675.65,2756.61
2756.61,2798.89,2715.69,2763.42
2763.42,2779.08,2472.62,2582.58
2582.58,2631.73,2441.54,2559.21
2559.21,2712.92,2547.74,2691.88
2691.88,2843.78,2683.59,2806.75
2806.75,2812.13,2699.42,2733.5
2733.5,2773.06,2621.68,2766.49
2766.49,2916.3,2723.05,2883.27
2883.27,2946.02,2659.62,2746.99
2746.99,2773.8,2668.87,2720.53
2720.53,2822.88,2717.62,2809.99
2809.99,2892.67,2779.51,2878.49
2878.49,3344.01,2875.91,3262.8
3262.8,3295.07,3166.52,3232.03
